Date,Event Description,Country,Country ISO,Admin 1,Latitude,Longitude,Geo Precision,Location Where Sexual Violence Was Committed,Reported Perpetrator,Perpetrator Group Name,Single And Group Perpetrators,Weapon Carried/Used,Survivor or Victim,Survivor Or Victim Sex,Adult or Minor ,Type,SV Context,Classification,Number of Reported Victims,Reported Deaths Following the Sexual Violence,SIND Event ID
13-03-2022,"March 2022: In Kyiv Oblast, a 9-year-old girl was raped inside her residence by Russian soldiers whilst her mother went out for water. A women who tried to rescue the girl was beaten by the soldiers.",Ukraine,UKR,Kyiv Oblast,50.54747186,30.21605934,(2) 25 km Precision ,Victims Home,Foreign Force: Military,Armed Forces of the Russian Federation,Group Perpetrator,Firearms,Civilian,Female,"Minor, ",Rape,CRSV,Gang SV Assault,1,,32442
13-03-2022,"March 2022: In Kharkiv Oblast, a 31-year-old woman was raped multiple times at gunpoint by a 20-year-old Russian soldier after he entered the school she and her family were sheltering in along with around 40 other IDPs, mostly women and girls. The soldier beat her and cut her face, neck and hair with a knife.",Ukraine,UKR,Kharkiv Oblast,49.93649049,36.48765392,(2) 25 km Precision ,School,Foreign Force: Military,Armed Forces of the Russian Federation,Single Serpetrator,Knife,Civilian,Female,"Adult, ",Rape,CRSV,Single Rape/sv Assault ,1,,32397
13-03-2022,"March 2022: An unspecified number of women were raped when Bor Dinka pastoralists attacked the area and killed 19  Acholi civilians, destroyed farmland and looted from the area. ",South Sudan,SSD,Central Equatoria,4.395705953,31.9180328,(2) 25 km Precision ,No Information,NSA,Clan,Group Perpetrator,Arson,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,8,,37691
13-03-2022,"March 2022: In an unspecified location, Kyiv Oblast, a volunteer helping evacuate residents in the area reported three naked women emerging from houses and basements. One of the women was badly beaten and had broken bones, and was taken away by ambulance. The volunteer also reported witnessing about 10 other women giving statements to police about being raped. This incident occurred whilst the area was under Russian occupation and was reported on 01 April 2022 after the area was liberated. ",Ukraine,UKR,Kyiv Oblast,50.56637533,30.24081221,"(4) Province, State, Governorate ",Victims Home,Foreign Force: Military,Armed Forces of the Russian Federation,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,13,,32385
13-03-2022,"April 2022: In Kyiv Oblast, a 15-year-old and 16-year-old girl were raped by Russian soldiers according to the deputy mayor of the town. She reported that girls in the town had resorted to cutting their hair É??to be less attractiveÉ?ù after Russian soldiers pulled women by their hair out of their basements. This incident occurred in March 2022 whilst the area was under Russian occupation. ",Ukraine,UKR,Kyiv Oblast,50.93225268,29.90490012,(2) 25 km Precision ,Victims Home,Foreign Force: Military,Armed Forces of the Russian Federation,Group Perpetrator,Firearms,Civilian,Female,"Minor, ",Rape,CRSV,Mass SV Assault,2,,32383
13-03-2022,"March 2022: In Kyiv Oblast, a 38-year-old woman reported attempting to put on multiple jackets to appear bulky and covered herself with soot when Russian soldiers came by the shelter she was hiding in after a Russian soldier warned her against going out in order to avoid being raped. This incident occurred in March 2022 whilst the area was under Russian occupation and was reported on 20 April 2022. ",Ukraine,UKR,Kyiv Oblast,50.54747186,30.22017844,(2) 25 km Precision ,School,Foreign Force: Military,Armed Forces of the Russian Federation,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",ThreatOfSexualViolence,CRSV,Intimation,1,,32381
13-03-2022,"March 2022: In Velykyi Lis village, Kyiv Oblast, a woman reported that Russian soldiers warned her husband to hide his wife and 25-year-old daughter stating that in a nearby village, Shybene, a paramilitary organisation from Chechnya, called Kadyrovites, after their leader Ramzan Kadyrov was settled and they were É??rapistsÉ?ù. This account was confirmed by several other women.This incident likely occurred in March 2022 whilst the area was under Russian occupation and was reported on 20 April 2022. ",Ukraine,UKR,Kyiv Oblast,50.74306376,29.92077993,(2) 25 km Precision ,Not Applicable,Foreign Force: Military,Armed Forces of the Russian Federation,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",ThreatOfSexualViolence,CRSV,Intimation,2,,32380
13-03-2022,"March 2022: A girl and her mother were raped by an unspecified number of soldiers. In March 2023, six soldiers were accused by Ukrainian prosecutors.  ",Ukraine,UKR,Kyiv Oblast,50.51895693,30.24604797,(2) 25 km Precision ,No Information,Foreign Force: Military,Armed Forces of the Russian Federation,Group Perpetrator,Firearms,Civilian,Female,"Minor, Adult, ",Rape,CRSV,Mass SV Assault,2,,32416
13-03-2022,"March 2022: In Kyiv Oblast, two children under the age of 10 were reportedly found dead with signs of rape and torture. This incident was reported by Liudmyla Denisova, Ombudsman for Human Rights in Ukraine on 05 April and likely occurred in March 2022 whilst the town was under Russian occupation.",Ukraine,UKR,Kyiv Oblast,50.51975733,30.24204687,(2) 25 km Precision ,No Information,Foreign Force: Military,Armed Forces of the Russian Federation,No Information,Firearms,Civilian,Female,"Unspecified, ",Rape,CRSV,No Information,2,2,32415
13-03-2022,"March 2022: A girl and her mother were raped at gunpoint by two soldiers after the father was beaten. In March 2023, the crime was investigated but it was reported that one of the soldiers had died. ",Ukraine,UKR,Kyiv Oblast,50.4994521,30.78404242,"(3) District, Communicipality or Commune ",Victims Home,Foreign Force: Military,Armed Forces of the Russian Federation,Group Perpetrator,Firearms,Civilian,Female,"Minor, Adult, ",Rape,CRSV,Mass SV Assault,2,,38956
13-03-2022,"March 2022: In Bucha city, Bucha Raion, Kyiv Oblast, an unspecified number of women were found killed and raped allegedly by Russian soldiers who were occupying the town. The womenÉ??s bodies were found burned. This incident occurred in March 2022 whilst the town was under Russian occupation and was reported on 03 April 2022",Ukraine,UKR,Kyiv Oblast,50.54785364,30.22013093,(2) 25 km Precision ,No Information,Foreign Force: Military,Armed Forces of the Russian Federation,Group Perpetrator,Arson,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,5,5,32421
13-03-2022,"March 2022: A teenager and her pregnant mother were raped at gunpoint by two Russian soldiers in their home. In March 2023, six suspects were accused of the crimes in the region. ",Ukraine,UKR,Kyiv Oblast,50.504693,30.78369129,"(3) District, Communicipality or Commune ",Victims Home,Foreign Force: Military,Armed Forces of the Russian Federation,Group Perpetrator,Firearms,Civilian,Female,"Minor, Adult, ",Rape,CRSV,Mass SV Assault,2,,38957
12-03-2022,"March 2022: In North Kivu, a woman was abducted and raped in captivity by unidentified armed men. ",DRC,COD,North Kivu,-1.1869031,29.4461316,"(3) District, Communicipality or Commune ",In Captivity,NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,32785
11-03-2022,"March 2022: In North Kivu, three women were raped during clashes between the Patriotic Front for Peace-PeopleÉ??s Army of Kabidon (FPP-AP) and Nduma Defense of Congo-Renovated (NDC-R/Guidon). During the attack eight people were abducted and two homes incinerated.",DRC,COD,North Kivu,-0.624377234,28.72010695,"(3) District, Communicipality or Commune ",No Information,NSA,Mai Mai militia,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,3,,32783
11-03-2022,"March 2022: In North Kivu, a woman was abducted and raped in captivity by three unidentified men.",DRC,COD,North Kivu,-1.392837705,28.81072281,"(3) District, Communicipality or Commune ",In Captivity,NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,32784
09-03-2022,"March 2022: In Hostomel, Kyiv Oblast, an 11-year-old girl was raped. No information about the perpetrator was available. This incident likely took place in March 2022 whilst the town was under Russian occupation.",Ukraine,UKR,Kyiv Oblast,50.5879596,30.2585797,(2) 25 km Precision ,No Information,Foreign Force: Military,Armed Forces of the Russian Federation,No Information,No Information on the Weapon Used,Civilian,Female,"Minor, ",Rape,CRSV,No Information,1,,32311
09-03-2022,"March 2022: In Kyiv Oblast, a 41-year-old and 43-year-old woman were raped by two Russian soldiers, one of whom was 19-years-old. The soldiers broke into the womenÉ??s residence and took them to an abandoned house where the soldiers assaulted the women. One of the women reported being forced to knock on residents' houses in order to É??find other womenÉ?ù, she also reported that the soldiers used derogatory remarks.",Ukraine,UKR,Kyiv Oblast,50.54194482,30.22064209,(2) 25 km Precision ,In Captivity,Foreign Force: Military,Armed Forces of the Russian Federation,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,2,,32305
09-03-2022,"March 2022: Two women, one of whom was a doctor, were tortured, raped and killed by Russian soldiers.",Ukraine,UKR,Kyiv Oblast,50.59253668,30.27845637,"(3) District, Communicipality or Commune ",No Information,Foreign Force: Military,Armed Forces of the Russian Federation,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,2,2,32308
09-03-2022,"April 2022: In Kyiv Oblast, a 17-year-old girl was forced to watch her mother and her 15-year-old sister beaten, raped and killed by three Russian soldiers. The girl said that soldiers told her to É??live and pass on to othersÉ?ù. This incident occurred whilst the city was still under Russian occupation.  ",Ukraine,UKR,Kyiv Oblast,50.52070323,30.24415961,(2) 25 km Precision ,Victims Home,Foreign Force: Military,Armed Forces of the Russian Federation,Group Perpetrator,Firearms,Civilian,Female,"Minor, Adult, ",Rape,CRSV,Mass SV Assault,2,2,32326
09-03-2022,"March 2022: In Kyiv region, a 19-year-old woman was raped by Russian soldiers. When her sister attempted to stopped the soldiers she was told to warn everyone that this is what will happen to every É??Nazi prostituteÉ?ù. This incident is likely to have occurred sometime in March whilst the area was under Russian occupation. This incident was reported on 22 April 2022. ",Ukraine,UKR,Kyiv Oblast,50.54659921,30.22062372,"(4) Province, State, Governorate ","Street, Road or Field",Foreign Force: Military,Armed Forces of the Russian Federation,Group Perpetrator,Firearms,Civilian,Female,"Adult, ","ForcedToWitnessSexualViolence, Rape",CRSV,Mass SV Assault,2,,32370
09-03-2022,"March 2022: In Kyiv region, a woman was raped by seven Russian soldiers as other Ukrainian detainees were forced to watch. This incident is likely to have occurred in March 2022 whilst the area was under Russian occupation and was reported on 22 April 2022. ",Ukraine,UKR,Kyiv Oblast,50.53059775,30.2299918,"(4) Province, State, Governorate ",No Information,Foreign Force: Military,Armed Forces of the Russian Federation,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,32371
09-03-2022,"April 2022: In Kyiv region, a 15-year-old girl and her mother were sexually abused by pro-Russian Chechen soldiers. This incident was reported on 22 April 2022 and likely occurred in March 2022 whilst the area was under Russian occupation. ",Ukraine,UKR,Kyiv Oblast,50.5364171,30.23084399,"(4) Province, State, Governorate ",No Information,Foreign Force: Military,Armed Forces of the Russian Federation,Group Perpetrator,Firearms,Civilian,Female,"Minor, Adult, ",Rape,CRSV,Mass SV Assault,2,,32373
09-03-2022,"March 2022: In Kyiv region, according to a local NGO at least 50 women from the region have reported being sexually assaulted by Russian soldiers. This incident was reported on 22 April 2022 and likely occurred in March 2022 whilst the area was under Russian occupation",Ukraine,UKR,Kyiv Oblast,50.53496232,30.22884509,"(4) Province, State, Governorate ",Not Applicable,Foreign Force: Military,Armed Forces of the Russian Federation,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",SexualAssault,CRSV,Mass SV Assault,50,,32375
09-03-2022,"April 2022: In Kyiv Oblast, a 34-year-old woman reported witnessing members of a paramilitary group from Chechnya, reportedly called Kadyrovites, raping and hanging her neighbours, a 16-year-old girl and a 48-year-old woman. The woman reported the incident to a psychologist and said she was not raped herself. This incident occurred in March whilst the area was under Russian occupation.",Ukraine,UKR,Kyiv Oblast,50.54485386,30.24580273,"(4) Province, State, Governorate ",No Information,Foreign Force: Military,Armed Forces of the Russian Federation,Group Perpetrator,Firearms,Civilian,Female,"Minor, Adult, ",Rape,CRSV,Mass SV Assault,2,2,32379
09-03-2022,"March 2022: In Kyiv Oblast, 25 girls and women between the ages of 14 and 24 were held captive for a month in a basement and repeatedly raped by Russian soldiers. The women reported that the soldiers told them they would rape them until they wouldnÉ??t want sexual contact with any men, to prevent them from having Ukrainian children. This incident was reported by Lyumyla Denisova, the Ukrainian ParliamentÉ??s Human Rights Commissioner on 06 April 2022. This incident occurred in March 2022 whilst the town was under Russian occupation. ",Ukraine,UKR,Kyiv Oblast,50.54819906,30.21926727,(2) 25 km Precision ,Under Arrest/Detention,Foreign Force: Military,Armed Forces of the Russian Federation,Group Perpetrator,Firearms,Civilian,Female,"Minor, Adult, ",Rape,CRSV,Mass SV Assault,25,,32382
09-03-2022,"March 2022: In Kyiv Oblast, a 33-year-old woman was repeatedly raped at gunpoint inside her home by two Russian soldiers. Her husband had been shot and killed earlier and her four-year-old child was threatened. One of the soldiers, Mikhail Romanov - a commander, has been identified and a warrant for his arrest has been issued. The other soldier has not yet been identified but according to the woman was in his twenties. The commander has also been accused of multiple rapes. ",Ukraine,UKR,Kyiv Oblast,50.50745879,30.80520582,"(3) District, Communicipality or Commune ",Victims Home,Foreign Force: Military,Armed Forces of the Russian Federation,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,32410
08-03-2022,"March 2022: In Kyiv Oblast, a woman was raped by a Russian soldier who was allegedly a commander on the first day her village was occupied by Russian forces. This incident was reported on 04 April 2022. ",Ukraine,UKR,Kyiv Oblast,50.74947232,31.0253341,(2) 25 km Precision ,No Information,Foreign Force: Military,Armed Forces of the Russian Federation,Single Serpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Single Rape/sv Assault ,1,,32439
07-03-2022,"March 2022: In Maniema province, two women were kidnapped and raped in captivity by Mai-Mai militiamen from Malaika-Hercules faction.",DRC,COD,Maniema,-4.690320745,27.69158376,(2) 25 km Precision ,In Captivity,NSA,Mai Mai militia,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,2,,32861
07-03-2022,"March 2022: In Kyiv Oblast, a 40-year-old woman was raped and killed by an alleged Chechen soldier allied with Russian forces. The woman was taken from her home and taken to a nearby abandoned home. The woman was buried in the garden of the house by Russian soldiers who found her body. ",Ukraine,UKR,Kyiv Oblast,50.50003445,30.27798965,"(3) District, Communicipality or Commune ",Victims Home,Foreign Force: Military,Armed Forces of the Russian Federation,Single Serpetrator,Knife,Civilian,Female,"Adult, ",Rape,CRSV,Single Rape/sv Assault ,1,1,32244
07-03-2022,"March 2022: In Kyiv Oblast, a 50-year-old woman was threatened and raped at gunpoint by a Chechen soldier allied with Russian forces. The woman reported that four other soldiers entered whilst she was being attacked and took him away, The womanÉ??s husband was shot and killed after attempting to stop the soldier.",Ukraine,UKR,Kyiv Oblast,50.53496232,30.24447605,"(3) District, Communicipality or Commune ",Victims Home,Foreign Force: Military,Armed Forces of the Russian Federation,Single Serpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Single Rape/sv Assault ,1,,32231
06-03-2022,"March 2022: In North Rhine-Westphalia state, an 18-year-old Ukrainian female refugee was raped by an Iraqi man and a Nigerian man, both holders of Ukrainian citizenship, onboard a hotel ship that is being used to accommodate people fleeing Ukraine. ",Germany,DEU,North Rhine-Westphalia,51.2254018,6.7763137,"(3) District, Communicipality or Commune ",Project Site,NSA,Unidentified Armed Actor,Group Perpetrator,Fist and Foot,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,33583
05-03-2022,March 2022: A woman was raped and killed by suspected armed Fulani pastoralists.,Nigeria,NGA,Bayelsa State,4.659068239,6.350955869,(2) 25 km Precision ,No Information,Other,Fulani herdsmen,Group Perpetrator,Knife,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,1,37478
05-03-2022,"March 2022: In North Kivu, two girls were kidnapped and raped whilst in captivity by unidentified armed men. A man was also kidnapped alongside the girls and a ransom was demanded for their release.",DRC,COD,North Kivu,-1.186667479,29.44415943,"(3) District, Communicipality or Commune ",In Captivity,NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Minor, ",Rape,CRSV,Mass SV Assault,2,,32782
04-03-2022,"March 2022: In Kherson Oblast, a 17-year-old girl was allegedly raped and killed by Russian forces after they occupied the city on 01 March. This incident was reported by a local woman living in the city during a broadcast with CNN.",Ukraine,UKR,Kherson Oblast,46.6343507,32.61291937,(2) 25 km Precision ,No Information,Foreign Force: Military,Armed Forces of the Russian Federation,Group Perpetrator,Firearms,Civilian,Female,"Minor, ",Rape,CRSV,Gang SV Assault,1,1,32400
04-03-2022,March 2022: A pharmacy guard was raped and the pharmacy stolen by unidentified individuals with machetes.,DRC,COD,Tanganyika,-5.346001155,27.02223289,(2) 25 km Precision ,Health Facility,Criminal,Criminal,Group Perpetrator,Knife,Health Worker,Unclear,"Adult, ",Rape,Health Workers Experienced Sexual Violence,Gang SV Assault,1,,34301
04-03-2022,"March 2022: In Kherson Oblast, a 40-year-old woman and her 17-year-old daughter were raped by Russian soldiers. The woman and her daughter reported attending rallies against the Russian occupation of the city where they encountered psychological and physical abuse from the Russian soldiers",Ukraine,UKR,Kherson Oblast,46.63812246,32.6184082,(2) 25 km Precision ,"Street, Road or Field",Foreign Force: Military,Armed Forces of the Russian Federation,Group Perpetrator,Firearms,Civilian,Female,"Minor, Adult, ",Rape,CRSV,Mass SV Assault,2,,32401
03-03-2022,"March 2022: In Kherson Oblast, according to a doctor working in the city, 11 women have allegedly been raped by Russian forces after they occupied the city on 01 March. Local residents have reportedly advised women and girls in the city to not leave their homes. On 05 March 2022 this incident was reported to be be fake. ",Ukraine,UKR,Kherson Oblast,46.6343507,32.6348877,(2) 25 km Precision ,No Information,Foreign Force: Military,Armed Forces of the Russian Federation,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,11,6,32399
01-03-2022,"April 2022: In Kyiv Oblast, following postmortem examination on bodies found in mass graves, evidence has been found of an unspecified number of women being raped before they were killed by Russian forces. ",Ukraine,UKR,Kyiv Oblast,50.54456298,30.22293184,"(3) District, Communicipality or Commune ",No Information,Foreign Force: Military,Armed Forces of the Russian Federation,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,10,10,32329
01-03-2022,"March 2022: In Mykolaiv Oblast, a Ukrainian 31-year-old woman was raped by a Russian soldier inside her home. She and her child were also threatened with violence. The soldier was allegedly carrying out filtering measures and checking all the residents of the village.  ",Ukraine,UKR,Mykolaiv Oblast,47.39772952,32.43815133,"(3) District, Communicipality or Commune ",Victims Home,Foreign Force: Military,Armed Forces of the Russian Federation,Single Serpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Single Rape/sv Assault ,1,,33886
01-03-2022,"March 2022: In North Kivu province, a woman was abducted and raped whilst in captivity by unidentified armed men. The perpetrators also forced the woman to carry looted belongings.  ",DRC,COD,North Kivu,-1.362405163,29.35418107,(2) 25 km Precision ,In Captivity,NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,32862
23-02-2022,February 2022: A health workers home was robbed and a woman raped by two armed individuals.,Mali,MLI,M??naka,16.6516783,2.826313559,(2) 25 km Precision ,Victims Home,NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Unspecified, ",Rape,CRSV,Gang SV Assault,1,,33514
23-02-2022,February 2022: A female student of the a university was gang raped by seven or eight people in a building of the  college. ,Bangladesh,BGD,Dhaka Division,22.9664843,89.81744856,(2) 25 km Precision ,School,No Information,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Minor, ",Rape,SV of Beneficiaries,Gang SV Assault,1,,31668
22-02-2022,"February 2022: In El Gedaref state, according to a local farmer a girl was raped by an unspecified number of armed herdsmen. Two similar incidents were also reported in the village (coded separately).  ",Sudan,SDN,Gedarif State,14.02957047,35.37737129,"(4) Province, State, Governorate ",No Information,Other,Herdsmen (Sudan),Group Perpetrator,Firearms,Civilian,Female,"Minor, ",Rape,CRSV,Gang SV Assault,1,,31539
22-02-2022,"February 2022: In El Gedaref state, according to a local farmer a girl was raped by an unspecified number of armed herdsmen. Two similar incidents were also reported in the village (coded separately)",Sudan,SDN,Gedarif State,14.02868222,35.35984869,"(4) Province, State, Governorate ",No Information,Other,Herdsmen (Sudan),Group Perpetrator,Firearms,Civilian,Female,"Minor, ",Rape,CRSV,Gang SV Assault,1,,31540
22-02-2022,February 2022: Nine women were reportedly kidnapped and raped by militia. At least 47 women were kidnapped in total.,South Sudan,SSD,Unity,8.306623685,30.14922206,(2) 25 km Precision ,In Captivity,NSA,Militia,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,9,,37622
22-02-2022,"February 2022: In El Gedaref state, according to a local farmer a girl was raped by an unspecified number of armed herdsmen. Two similar incidents were also reported in the village (coded separately).   ",Sudan,SDN,Gedarif State,14.0433374,35.36913499,"(4) Province, State, Governorate ",No Information,Other,Herdsmen (Sudan),Group Perpetrator,Firearms,Civilian,Female,"Minor, ",Rape,CRSV,Gang SV Assault,1,,31538
20-02-2022,"February 2022: More than 20 women were kidnapped and raped by South Sudan People's Defence Forces and militia, presumed to be Jagei Nuer.",South Sudan,SSD,Unity,8.408356879,30.18648092,(2) 25 km Precision ,In Captivity,Multiple,"Militia, South Sudan People's Defence Force",Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,21,,37620
18-02-2022,"February 2022: In West Darfur state, armed herdsmen raped a 13-year-old girl from an IDP Camp while she was on her way to a nearby well with her familyÉ??s livestock. A report was filed at the police station and police have since arrested one of the perpetrators",Sudan,SDN,West Darfur State,12.94902167,22.87319222,(2) 25 km Precision ,"Street, Road or Field",NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Minor, ",Rape,CRSV,Gang SV Assault,1,,31537
17-02-2022,"Between February and April 2022: In Unity state, during a surge in violence between armed youth from Koch and Mayendit counties, 64 cases of sexual violence were recorded according to UNMISS (the UN Mission in South Sudan).",South Sudan,SSD,Unity,8.264043126,30.11346415,"(3) District, Communicipality or Commune ",No Information,NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,ProbablyFemale,"Unspecified, ",UnspecifiedActSV,CRSV,Unspecified SV ,64,,32680
17-02-2022,"Between February and April 2022: In Unity state, two women were repeatedly raped by armed men after they came out of hiding to find food for their children. ",South Sudan,SSD,Unity,8.303396323,30.14145102,(2) 25 km Precision ,No Information,NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,2,,32681
17-02-2022,"Between February and April 2022: In Unity state, a woman was raped and beaten for three days by armed men",South Sudan,SSD,Unity,8.301641072,30.14213002,"(3) District, Communicipality or Commune ",In Captivity,NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,32689
16-02-2022,February 2022: A woman raped and killed at a medical facility.,Bangladesh,BGD,Sylhet Division,24.7819089,91.5570227,(2) 25 km Precision ,Health Facility,No Information,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,SV of Beneficiaries,Gang SV Assault,1,,31716
16-02-2022,February 2022: A number of women and girls were raped and abducted by anti-government forces and Dok Nuer militia. ,South Sudan,SSD,Unity,8.441979025,30.0845149,(2) 25 km Precision ,In Captivity,Multiple,"Conflict Party unspecified (South Sudan), SPLA-IO Sudan People's Liberation Army in Opposition",Group Perpetrator,Firearms,Civilian,Female,"Minor, Adult, ",Rape,CRSV,Mass SV Assault,5,,37562
16-02-2022,February 2022: A number of women and girls were raped and abducted by anti-government forces and Dok Nuer militia. ,South Sudan,SSD,Unity,8.4009,30.1231,(2) 25 km Precision ,In Captivity,Multiple,"Conflict Party unspecified (South Sudan), SPLA-IO Sudan People's Liberation Army in Opposition",Group Perpetrator,Firearms,Civilian,Female,"Minor, Adult, ",Rape,CRSV,Mass SV Assault,5,,37522
16-02-2022,February 2022: An unspecified number of women were raped by soldiers and local militia after being abducted and forced to carry looted goods.,South Sudan,SSD,Unity,8.469655665,30.10802318,(2) 25 km Precision ,"Street, Road or Field",Multiple,"Nuer, South Sudan People's Defence Force",Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,10,,37535
13-02-2022,February 2022: Several women were raped and residents were beaten by Sokoto militiamen. ,Nigeria,NGA,Sokoto State,13.55513822,6.311388204,(2) 25 km Precision ,No Information,NSA,Militia,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,5,,37477
10-02-2022,"February 2022: A man was robbed, beaten, raped and stripped by an armed group after being called for a meeting about his work. A ransom was demanded.",Nigeria,NGA,Edo State,6.335079378,5.627489086,(2) 25 km Precision ,In Captivity,NSA,Unidentified Armed Actor,Group Perpetrator,Fist and Foot,Civilian,Male,"Adult, ",StrippedNaked/TornClothes,CRSV,Intimation,1,,37475
08-02-2022,February 2022: An underage girl was sexually assaulted in an attempted rape by a cleaner at a hospital. The perpetrator threatened the girl with strangulation. The girl reported the assault and the perpetrator was arrested and later sent to prison.,Bangladesh,BGD,Rajshahi Division,24.37350395,88.5872464,(2) 25 km Precision ,Health Facility,Employee,Employee,Single Serpetrator,Firearms,Civilian,Female,"Minor, ",AttemptedSexualAssault,Safeguarding,Single Rape/sv Assault ,1,,31772
05-02-2022,"February 2022: In North Kivu province, a woman was kidnapped and raped in captivity by armed men.",DRC,COD,North Kivu,-1.021445537,29.11331129,(2) 25 km Precision ,In Captivity,NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,31536
04-02-2022,February 2022: A nurse was attacked and raped in front of her colleagues by JNIM militants. ,Burkina Faso,BFA,Sahel,14.056591,-1.6479831,(2) 25 km Precision ,No Information,NSA,Jama'at Nasr al-Islam wal Muslimin,Group Perpetrator,Firearms,Health Worker,Female,"Adult, ",Rape,Health Workers Experienced Sexual Violence,Gang SV Assault,1,,31780
03-02-2022,"February 2022: Female intern doctors were sexually harassed by a medical officer of a hospital. When the victims reported the behaviour, the authorities took punitive measures against the interns instead of the accused, prompting the interns to strike. ",Bangladesh,BGD,Chattogram Division,21.1765971,92.00322508,(2) 25 km Precision ,Health Facility,Employee,Health worker,Single Serpetrator,Unarmed Perpetrator,Health Worker,Female,"Adult, ",SexualHarassment,Health Workers Experienced Sexual Violence,Not Applicable,4,,31702
03-02-2022,"February 2022: In North Kivu province, a woman was kidnapped and raped by armed men. A ransom was demanded for her release. ",DRC,COD,North Kivu,-0.966751,29.31425777,"(3) District, Communicipality or Commune ",In Captivity,NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,31535
02-02-2022,"February 2022: In Paoua region, a 23-year-old woman was raped by two armed men whilst harvesting cassava. ",CAR,CAF,Ouham-Pend??,7.238510491,16.43142633,"(3) District, Communicipality or Commune ","Street, Road or Field",NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,37261
02-02-2022,"February 2022: In Paoua region, a 15-year-old girl was attacked and raped by an armed man whilst she was working in the fields.",CAR,CAF,Ouham-Pend??,7.241235175,16.43692217,"(3) District, Communicipality or Commune ","Street, Road or Field",NSA,Unidentified Armed Actor,Single Serpetrator,Firearms,Civilian,Female,"Minor, ",Rape,CRSV,Single Rape/sv Assault ,1,,37260
01-02-2022,Around 23 February 2022: An unspecified number of women were raped by South Sudan People's Defence Forces and local militia after being kidnapped.,South Sudan,SSD,Unity,8.441299818,30.19137354,(2) 25 km Precision ,In Captivity,Multiple,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,6,,37675
